id,label_0,label_0_prob,label_1,label_1_prob,label_2,label_2_prob
374,7,0.99586606,1,0.0008410978,19,0.00072676287
375,7,0.99476767,19,0.0010534667,1,0.0010035909
376,7,0.9915611,19,0.002936908,1,0.0017611763
377,8,0.99461126,7,0.0009592757,19,0.00071903045
378,8,0.9686475,7,0.012741345,10,0.008478719
379,15,0.99371606,19,0.0012148245,1,0.0008167613
380,7,0.93670166,8,0.045376655,19,0.0048419577
381,7,0.99617434,19,0.0005930045,8,0.00053570175
382,10,0.9788643,7,0.008637837,8,0.004693539
383,7,0.9952598,19,0.00077417487,4,0.0007539001
384,7,0.98907244,8,0.0033669325,1,0.0017886735
385,7,0.9892212,19,0.003617689,8,0.0015494075
386,7,0.9952756,19,0.001110908,1,0.0007931733
387,7,0.99518,19,0.0010487679,1,0.0006605995
388,7,0.9956508,21,0.00096638774,1,0.00043445663
389,7,0.99476284,19,0.0015741175,1,0.0006844302
390,7,0.99477464,21,0.0013809312,1,0.0004655099
391,7,0.99133646,21,0.0038758623,1,0.00051997445
392,7,0.97865546,21,0.013958985,10,0.00069569115
393,7,0.96669614,21,0.023215258,19,0.0009374817
394,7,0.98478496,21,0.0070797717,4,0.0014846859
395,4,0.49826267,7,0.45423567,21,0.010610759
396,7,0.9622217,19,0.018084144,21,0.008681507
397,14,0.9927336,7,0.0015711776,10,0.0006134568
398,15,0.8924504,14,0.0706575,20,0.009705323
399,7,0.9418458,4,0.03397531,21,0.00736439
400,7,0.99544144,4,0.00057148153,1,0.00053646823
401,7,0.9851113,19,0.0026489217,8,0.0019099911
402,7,0.99408203,8,0.0011480293,19,0.0006502726
403,8,0.9952743,19,0.0011082484,7,0.0008288761
404,8,0.99604225,19,0.00061649835,7,0.000595468
405,8,0.9946714,7,0.0016202806,19,0.000762813
406,8,0.98706555,7,0.0045314906,19,0.0032949643
407,8,0.9957723,19,0.00071176677,7,0.00048555128
408,8,0.9946695,7,0.00089535106,19,0.0005547725
409,8,0.9951454,15,0.00076926115,19,0.0006587116
410,8,0.9945215,19,0.0008376503,15,0.00081791065
411,8,0.9879631,7,0.005350357,15,0.0009354385
412,8,0.9956636,19,0.0006170847,7,0.00039494247
413,8,0.9955819,10,0.00062854006,19,0.00051707175
414,8,0.9956896,15,0.0006225137,19,0.00053112075
415,8,0.99357325,15,0.0010572321,14,0.0009225661
416,7,0.70017534,8,0.25715467,15,0.008380361
417,8,0.9953068,7,0.0010151577,19,0.00059134216
418,8,0.9956807,7,0.0008888643,19,0.00059893605
419,7,0.9950381,8,0.0011650665,19,0.00055741885
420,19,0.76337534,7,0.21920753,1,0.0036390875
421,1,0.9899498,18,0.002326959,19,0.0021402736
422,1,0.99380106,15,0.0010598835,19,0.00085350714
423,1,0.8768037,13,0.08594201,5,0.018966433
424,7,0.9946523,19,0.0013592995,1,0.0011868827
425,1,0.99500847,15,0.0007205686,19,0.0006729216
426,7,0.7834155,19,0.17263722,1,0.013368301
427,15,0.9949976,1,0.0011679403,5,0.000622595
428,15,0.93669796,7,0.037658654,1,0.006961844
429,7,0.9915931,19,0.0026406706,8,0.0010548213
430,15,0.93719673,17,0.020295119,7,0.012370972
431,1,0.9942356,15,0.001778132,20,0.0010089283
432,20,0.8940803,15,0.03975007,1,0.03808559
433,7,0.99390984,19,0.0010128202,1,0.0009219717
434,7,0.98783433,19,0.007282291,1,0.00066696334
435,7,0.8225629,2,0.129668,12,0.0107091665
436,7,0.9955135,2,0.0007849018,1,0.0005884285
437,4,0.6459121,7,0.30826113,15,0.011296405
438,12,0.6268389,7,0.2590763,19,0.049627606
439,7,0.9891452,1,0.0027566054,15,0.0021939555
440,7,0.99608827,1,0.0007717036,19,0.00038874664
441,7,0.99454486,10,0.0008147819,8,0.0007679462
442,4,0.9108227,7,0.06817285,15,0.0037295944
443,2,0.9952201,9,0.0010131074,13,0.00055738527
444,2,0.9887029,13,0.003873005,12,0.0012653277
445,2,0.997273,13,0.00037053676,12,0.00028350521
446,2,0.99676526,12,0.0007133533,13,0.0003092908
447,2,0.9580512,12,0.031679947,13,0.0024525954
448,12,0.97086424,2,0.019954624,3,0.0014382163
449,12,0.85457927,2,0.114877276,9,0.013724583
450,3,0.8213434,2,0.13653116,12,0.023907358
451,12,0.99512744,2,0.0013797758,3,0.00033804023
452,2,0.9936319,12,0.0026543625,9,0.0005123788
453,12,0.9551642,2,0.03446235,19,0.0022309157
454,12,0.87634414,2,0.06629165,19,0.041995373
455,2,0.9969887,12,0.0004141485,13,0.00030777842
456,3,0.952677,2,0.028746234,12,0.0059143663
457,2,0.9097465,3,0.0677573,12,0.009617799
458,20,0.8754263,12,0.030996697,19,0.027122047
459,2,0.89968044,13,0.07346844,5,0.0073122745
460,2,0.4627254,13,0.38882285,12,0.11138768
461,13,0.7545413,12,0.19607152,3,0.017069163
462,13,0.9103123,5,0.0443453,2,0.018810503
463,13,0.72262996,5,0.24251263,2,0.010518129
464,2,0.9518401,5,0.029153002,13,0.009119265
465,13,0.99518025,12,0.0010768942,6,0.00081161945
466,13,0.48892975,12,0.487095,2,0.0055644135
467,6,0.9937949,13,0.002640699,5,0.00077527016
468,1,0.9956214,15,0.0011871579,5,0.0005352834
469,5,0.9859656,2,0.0045664883,13,0.0033017648
470,5,0.975367,2,0.007416642,15,0.0049396227
471,2,0.9966079,5,0.00053523766,20,0.00042798562
472,9,0.9945695,2,0.000988783,5,0.00056174764
473,9,0.9935243,2,0.0011964685,5,0.0009158978
474,9,0.9943533,2,0.0008929111,5,0.00054547173
475,9,0.99263096,2,0.0022920456,5,0.0005703982
476,9,0.9944522,2,0.00080642547,13,0.0005132636
477,9,0.99333596,5,0.0011681279,6,0.0008393546
478,9,0.9946701,2,0.00085373345,13,0.0006210125
479,9,0.9876161,13,0.004016155,2,0.001933886
480,9,0.9873031,2,0.0022247552,12,0.0017595653
481,2,0.9841409,9,0.0061504142,12,0.0020047007
482,9,0.9929797,12,0.0013692165,2,0.0010290201
483,2,0.9354583,9,0.05015922,13,0.002800378
484,17,0.93607324,2,0.04499652,1,0.0045741107
485,17,0.917814,15,0.037770472,2,0.020825963
486,2,0.96546346,20,0.013046596,15,0.0049529825
487,2,0.9943758,17,0.00086489145,12,0.0008237664
488,17,0.944013,2,0.03123195,15,0.007467294
489,2,0.9956508,17,0.0007533962,12,0.0007215662
490,2,0.59494746,12,0.38102123,20,0.0028377655
491,2,0.90158683,17,0.06795135,12,0.011418905
492,15,0.4501583,17,0.41412222,2,0.0778207
493,17,0.8907578,15,0.07106809,2,0.0176263
494,17,0.96238524,2,0.015053519,15,0.00973969
495,17,0.9837167,8,0.0030860421,10,0.0029794446
496,3,0.98884517,2,0.005130403,12,0.0011546199
497,17,0.5840843,8,0.31539047,15,0.043037783
498,13,0.9711689,1,0.013992501,5,0.004600188
499,5,0.941531,1,0.04167758,13,0.006560383
500,13,0.9971468,5,0.0005279687,12,0.0003085932
501,5,0.6248745,13,0.3537641,2,0.003973609
502,5,0.9947286,1,0.0013793781,13,0.00075933
503,5,0.85948694,13,0.117613435,1,0.0055789426
504,5,0.9238481,15,0.037608866,1,0.014533123
505,13,0.99377835,5,0.0024186496,12,0.0007749542
506,13,0.7224394,5,0.18854299,1,0.06101055
507,5,0.9889811,13,0.0031351424,1,0.0015898224
508,13,0.753364,3,0.19281508,12,0.021387134
509,7,0.87161577,3,0.109022446,1,0.0028971613
510,3,0.9943019,7,0.0016627199,4,0.00051751005
511,3,0.99776256,2,0.00020580972,13,0.0002032764
512,3,0.99583364,7,0.0009792345,2,0.0003634824
513,3,0.9975762,13,0.00024903478,12,0.00022878165
514,3,0.9976926,13,0.00023641529,6,0.00020126284
515,3,0.9975642,12,0.00020319063,6,0.00019654135
516,3,0.997589,13,0.00022402915,12,0.00022139252
517,13,0.9139783,3,0.0710268,2,0.0027216685
518,3,0.9972722,2,0.00045283494,12,0.00026673984
519,3,0.98910415,2,0.0048391907,12,0.0015537029
520,3,0.99723107,13,0.00046482988,2,0.00027766614
521,3,0.99671966,12,0.00065109483,13,0.0003867105
522,3,0.94924414,12,0.03824476,2,0.0019344875
523,4,0.83432776,7,0.13107099,15,0.008023345
524,12,0.8270636,3,0.15223356,2,0.0026172728
525,3,0.78470355,7,0.19443601,4,0.0025316954
526,7,0.49578115,3,0.4586951,4,0.011733382
527,3,0.99553704,13,0.00066642073,12,0.0004187228
528,6,0.9957064,13,0.0011816443,5,0.00046493745
529,6,0.9856031,7,0.0054631247,1,0.0015811527
530,6,0.9962685,5,0.0011571595,13,0.0007030525
531,6,0.9970119,13,0.00058292923,5,0.00034703998
532,6,0.9579644,19,0.01991744,23,0.0042210002
533,6,0.9711563,5,0.022620514,13,0.0010315971
534,6,0.9238169,17,0.02653469,5,0.021221835
535,13,0.5668651,2,0.40296012,12,0.0068900352
536,12,0.75356454,13,0.190241,15,0.015536093
537,23,0.9325953,13,0.028509872,15,0.011489237
538,23,0.9899536,2,0.0014992366,15,0.001384183
539,2,0.9882059,13,0.0052491627,6,0.0010097498
540,2,0.9786805,13,0.013826935,5,0.0010414814
541,2,0.9196598,5,0.04424773,13,0.022338182
542,5,0.48727888,2,0.30882958,13,0.1697594
543,5,0.702456,2,0.09902875,13,0.09768946
544,2,0.9780952,13,0.008791945,20,0.0058467393
545,13,0.98737013,2,0.0046456056,15,0.0026364806
546,2,0.9427372,3,0.030344596,12,0.009276439
547,6,0.9942008,13,0.0019602373,2,0.00076186843
548,13,0.987852,12,0.0047636353,6,0.0021525994
549,13,0.5453507,2,0.33507335,14,0.061905257
550,7,0.6966454,1,0.2677581,8,0.0066787894
551,7,0.44542712,19,0.28563476,1,0.18633519
552,1,0.8548608,15,0.078672074,8,0.014637271
553,7,0.9879578,1,0.0052272803,10,0.0012813057
554,14,0.8798017,7,0.06904737,8,0.023011537
555,15,0.9936591,7,0.00076412666,1,0.0006687108
556,7,0.8152635,17,0.09548707,8,0.03464113
557,17,0.746043,15,0.20176686,2,0.026293768
558,15,0.9518116,17,0.02843162,1,0.0076550553
559,15,0.5934897,17,0.26300853,1,0.074182466
560,18,0.7008664,8,0.0764687,1,0.06281732
561,5,0.9493592,1,0.025184408,13,0.009865853
562,5,0.9868929,6,0.0055713896,1,0.001658027
563,15,0.26484364,8,0.24694663,7,0.15455851
564,5,0.7407294,6,0.231555,15,0.005133283
565,2,0.99164647,5,0.0031759553,13,0.00095986243
566,13,0.54087716,5,0.21350406,3,0.19317032
567,9,0.9633275,5,0.022080172,6,0.002463571
568,5,0.98587,6,0.005096746,1,0.0021730629
569,14,0.9907714,7,0.0025314628,10,0.0007933835
570,14,0.99566406,15,0.00055274717,13,0.0005409035
571,14,0.9815823,7,0.0042308876,10,0.0036725707
572,1,0.331984,15,0.18758103,14,0.18170035
573,8,0.9864378,14,0.0048752595,15,0.0016695948
574,21,0.39462104,7,0.2453599,10,0.22734556
575,14,0.99517596,13,0.0008890684,15,0.00048164377
576,14,0.9789697,15,0.011426174,20,0.0018950448
577,4,0.87173223,7,0.11052618,1,0.0019197797
578,4,0.9902658,15,0.0018828168,7,0.0015023656
579,4,0.9375313,7,0.03420094,3,0.0075336345
580,4,0.9907673,7,0.0032291594,14,0.0005774447
581,4,0.9882052,15,0.0025701106,7,0.0016038034
582,4,0.987002,14,0.0022490993,5,0.0016538609
583,4,0.9725044,13,0.011155784,15,0.0031710237
584,15,0.8788057,1,0.039960742,4,0.03741373
585,6,0.76057523,4,0.105958536,5,0.07578524
586,4,0.962093,7,0.02647248,15,0.0018585875
587,4,0.9866084,7,0.0061502308,15,0.00080122915
588,4,0.82190025,3,0.13120459,7,0.016148137
589,4,0.9818441,7,0.005269726,15,0.0046013803
590,4,0.98820764,7,0.004241607,15,0.000998354
591,4,0.9867814,15,0.0032524057,7,0.002235787
592,4,0.93325704,7,0.03955133,15,0.010757644
593,10,0.9301174,7,0.0598006,1,0.0016862266
594,10,0.996959,7,0.000697547,1,0.00036432722
595,10,0.9956905,14,0.0006965057,1,0.00056928577
596,10,0.9861558,14,0.004174838,7,0.0029009022
597,10,0.7682482,7,0.19063659,8,0.014144733
598,10,0.99463177,7,0.0019748483,1,0.00051182875
599,10,0.997022,7,0.0004179127,1,0.00039260706
600,10,0.92779094,7,0.03417597,19,0.016019404
601,10,0.99660194,7,0.00059500366,1,0.00039133427
602,10,0.9968246,7,0.00042809622,20,0.00027656977
603,10,0.99712473,7,0.0004871107,20,0.00026499032
604,10,0.99011165,20,0.0020254927,15,0.0018501645
605,10,0.99564916,7,0.0014810665,1,0.00048741512
606,10,0.9711029,1,0.014064764,7,0.0053651007
607,7,0.97458434,10,0.015688274,8,0.0017462771
608,8,0.5755104,10,0.36100918,15,0.013695624
609,19,0.93274,7,0.03461994,16,0.017945586
610,17,0.92812085,2,0.045774177,1,0.004710975
611,20,0.9882911,2,0.003001917,1,0.001751888
612,20,0.9586065,2,0.026787568,13,0.0017682905
613,2,0.94476074,20,0.014489128,13,0.012813454
614,9,0.8606246,20,0.0624135,2,0.054079354
615,20,0.9883251,2,0.0026802442,13,0.0016146754
616,20,0.8317774,17,0.10594661,2,0.02866872
617,9,0.727226,20,0.21118411,2,0.028034212
618,17,0.9238159,2,0.055003006,1,0.0048305546
619,20,0.84005207,2,0.12712052,15,0.009362364
620,12,0.520677,20,0.20922056,2,0.19296953
621,20,0.9753684,2,0.008362279,12,0.00394066
622,2,0.58305913,20,0.25920293,17,0.05974411
623,7,0.9827238,19,0.007818472,1,0.0015357181
624,20,0.9458138,2,0.034725882,15,0.0030558186
625,2,0.67356634,12,0.29715863,20,0.008188702
626,12,0.99054366,2,0.004049562,1,0.00070284517
627,12,0.91980803,15,0.05823817,2,0.004606414
628,12,0.99667764,2,0.0005452685,20,0.00032770052
629,17,0.9843262,2,0.003938527,6,0.0028418698
630,17,0.9890238,2,0.0028298951,15,0.0010973412
631,2,0.78655946,17,0.13483565,12,0.028298719
632,17,0.9880802,23,0.002196941,15,0.0017516043
633,17,0.98973197,2,0.002352313,6,0.0015878975
634,17,0.98915756,6,0.0019615907,23,0.0013960688
635,17,0.4283304,5,0.3833758,2,0.085376196
636,17,0.94832736,15,0.028742302,23,0.0056298985
637,17,0.98249924,2,0.004855965,23,0.0028712477
638,17,0.64753586,6,0.28161138,2,0.03558014
639,2,0.45726147,17,0.45465133,12,0.026028063
640,17,0.74919564,15,0.167313,2,0.03311309
641,12,0.8909636,16,0.041944858,7,0.013787168
642,7,0.9756649,21,0.0075527607,20,0.003568449
643,17,0.9529369,12,0.014838798,2,0.008147955
644,2,0.9421936,17,0.03490629,20,0.00573199
645,16,0.75177354,19,0.2316482,20,0.003190321
646,16,0.99628675,19,0.000999692,12,0.00031770935
647,19,0.9903818,7,0.005510717,18,0.0007502415
648,16,0.99587846,19,0.0009778148,13,0.00070146547
649,12,0.99296665,16,0.0019347862,2,0.0013621427
650,2,0.9409574,12,0.048524667,13,0.0016189549
651,19,0.99675685,7,0.0008806021,18,0.0004107603
652,19,0.9980415,20,0.00019845508,16,0.00019748315
653,19,0.9975695,20,0.0003857424,18,0.00023137759
654,19,0.99788326,18,0.0002526693,20,0.00020536187
655,19,0.9972849,20,0.00036322096,7,0.00022620636
656,19,0.99672145,20,0.00088774215,16,0.00024489372
657,19,0.9937471,7,0.0015369211,1,0.0008534136
658,19,0.9794408,23,0.0069045112,20,0.002350131
659,19,0.9945932,7,0.0022460546,1,0.00050747494
660,8,0.995747,19,0.0007893562,15,0.00037399546
661,8,0.99456716,19,0.0012916303,15,0.0005214646
662,19,0.9968214,16,0.00092371355,20,0.00040440971
663,19,0.9971079,16,0.00057700276,18,0.0005016521
664,19,0.99569726,16,0.00094817515,2,0.0006482428
665,19,0.99756694,18,0.00032620985,16,0.00029809691
666,19,0.8891573,16,0.09606663,20,0.003930135
667,19,0.99677795,16,0.00081844156,12,0.00031356796
668,19,0.9239346,12,0.03535285,16,0.0134910345
669,16,0.9969766,19,0.00078052015,1,0.00020825038
670,19,0.6871673,12,0.22917889,16,0.058391612
671,2,0.8314555,19,0.14969993,16,0.003086215
672,19,0.99727756,7,0.0005641993,18,0.00045115605
673,19,0.698926,4,0.24704488,18,0.019023973
674,18,0.92048883,19,0.049442135,15,0.003989358
675,18,0.93228614,19,0.039470386,1,0.0044231312
676,18,0.61853915,4,0.14297426,19,0.13793562
677,18,0.63916767,19,0.24964365,4,0.059010338
678,18,0.96418333,19,0.009707404,1,0.0050362893
679,18,0.94244343,19,0.029520223,1,0.004131922
680,18,0.8654202,19,0.09384506,7,0.0061214776
681,15,0.95888317,18,0.006471171,17,0.005698567
682,15,0.96183485,17,0.009540813,4,0.008416181
683,9,0.9941468,2,0.0007723779,5,0.00064658414
684,9,0.99405587,2,0.00091788213,19,0.00075155793
685,9,0.99452895,2,0.0007995113,19,0.00064303406
686,9,0.9951336,2,0.00066468696,12,0.00050170044
687,9,0.99420786,2,0.0010637712,19,0.00063809013
688,9,0.99385566,2,0.0008767562,12,0.00078584056
689,12,0.87884086,2,0.045013193,15,0.033536233
690,9,0.9890752,19,0.0038960353,2,0.0013648409
691,9,0.9649232,5,0.01939557,6,0.005051551
692,19,0.9808466,18,0.008558348,1,0.004485776
693,18,0.8255245,15,0.0695035,19,0.06606693
694,15,0.6713185,7,0.2033575,1,0.034600116
695,15,0.52703834,18,0.32778853,19,0.07439749
696,9,0.8367083,1,0.11220819,2,0.009141743
697,15,0.7120232,12,0.23331538,1,0.018887231
698,1,0.99654454,15,0.000682839,20,0.0004445126
699,1,0.9109551,18,0.05725098,15,0.013163882
700,16,0.98810273,1,0.004067255,19,0.0026256328
701,15,0.36174512,19,0.27380115,18,0.24371055
702,15,0.9391754,19,0.027926462,1,0.008564127
703,7,0.9673852,19,0.015994975,1,0.0043297634
704,7,0.94663936,8,0.029481415,1,0.0068281153
705,16,0.997044,19,0.0006035997,1,0.00021767973
706,7,0.9320756,8,0.035653163,1,0.009500124
707,15,0.60277486,5,0.35361907,1,0.013326721
708,1,0.6799374,15,0.2877302,20,0.012687124
709,1,0.89176476,7,0.0427781,20,0.028767196
710,7,0.992504,1,0.0034032897,19,0.0006202215
711,2,0.9963838,13,0.0004915086,12,0.0004647624
712,20,0.85966396,19,0.05567929,2,0.04735533
713,8,0.99607277,19,0.0007300985,7,0.0004995028
714,8,0.99455196,19,0.0016010739,7,0.0009268364
715,7,0.9897578,19,0.004797697,1,0.0013574489
716,8,0.9904648,1,0.0027386458,7,0.0014803833
717,7,0.77381486,8,0.20534413,19,0.0037227245
718,7,0.99680376,1,0.0005684447,19,0.00038298106
719,10,0.99588156,1,0.00086761446,7,0.00075922476
720,10,0.99324703,7,0.003099374,1,0.0005458026
721,10,0.9946526,7,0.0020109355,1,0.0006046071
722,21,0.3534127,10,0.33239427,7,0.17534679
723,14,0.98321575,7,0.00420878,20,0.0017647665
724,7,0.86668986,15,0.059122615,5,0.04355603
725,4,0.9804068,7,0.0113557605,15,0.0008110292
726,7,0.9926564,21,0.0031294057,1,0.0004478795
727,15,0.8776242,1,0.0941697,18,0.0061494377
728,1,0.6397047,20,0.32080352,15,0.012841615
729,1,0.9941665,20,0.0019775396,15,0.0009576487
730,15,0.9910946,19,0.002590889,18,0.0013677293
731,23,0.9937232,15,0.00060930714,2,0.0005979413
732,13,0.98979783,15,0.005125455,12,0.0009763174
733,13,0.9138027,5,0.062210053,1,0.009736483
734,13,0.996447,5,0.000875295,15,0.00031140112
735,2,0.9614353,12,0.018392676,13,0.010884514
736,6,0.998004,5,0.00031955988,13,0.0002227486
737,6,0.997428,5,0.00067093683,20,0.00022286072
738,3,0.9978023,13,0.00020395854,12,0.00018556685
739,3,0.9881186,2,0.0054712286,12,0.0011195659
740,3,0.9920879,12,0.0036571503,6,0.0004957526
741,19,0.9930507,18,0.0025360468,1,0.0006125857
742,18,0.908026,19,0.059867393,1,0.006200983
743,19,0.9976109,18,0.0005097429,7,0.0002197803
744,19,0.99655724,20,0.0008702258,16,0.00026160158
745,9,0.99278945,5,0.0016538695,2,0.000744071
746,9,0.99438536,2,0.0008830605,5,0.0006669763
747,9,0.9950027,2,0.0008778757,13,0.0004544001
748,2,0.49838138,12,0.47876957,13,0.0043442408
749,16,0.99658763,19,0.0010149264,13,0.00027112334
